,County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Percent of Votes,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area,Democratic,Republic,Party
1172,Chicot,AR,35,Republican,4.3,247,Democrat,14.6,0,Republican,0.0,0,Republican,0.0,416,Republican,51.1,1370,Democrat,81.1,0,Republican,0.0,20,Republican,2.5,162,Republican,19.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,152,Republican,18.7,0,0.0,0,0.0,11180,11800,-5.3,6.7,23.2,19.2,50.8,43.5,54.6,0.5,0.5,0.0,0.9,5.6,39.2,905,3.3,74.2,12.6,5403,9.7,66.3,54700,6,4510,2.41,90.1,5.0,21.4,26201,16538,33.0,60,0,1205,670,5446,18.3,644.3,1617,785,1
1173,Cascade,MT,0,Republican,0.0,3681,Democrat,40.2,0,Republican,0.0,0,Republican,0.0,8129,Republican,74.7,4833,Democrat,52.7,0,Republican,0.0,789,Republican,7.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,830,Republican,7.6,0,0.0,0,0.0,82344,81327,1.3,6.7,22.6,16.9,49.6,88.9,1.7,4.6,1.0,0.1,3.6,4.1,85.9,10265,2.3,90.8,24.6,37565,22.1,65.6,157900,463,33430,2.37,82.2,4.2,15.8,44963,24727,14.9,1742,6708,6720,13022,15924,30.1,2698.16,8514,9748,0
1174,Hancock,KY,0,Republican,0.0,573,Democrat,49.7,0,Republican,0.0,0,Republican,0.0,139,Republican,27.8,491,Democrat,42.5,0,Republican,0.0,64,Republican,12.8,89,Republican,17.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,201,Republican,40.2,0,0.0,0,0.0,8753,8565,2.2,6.4,25.5,16.1,48.8,97.1,1.3,0.3,0.3,0.0,1.0,1.4,95.9,858,0.9,86.8,11.5,3720,7.8,80.3,90800,3,3361,2.53,87.6,1.8,25.4,51189,22686,14.2,21,0,32,280,3266,45.6,187.65,1064,493,1
1175,Eaton,MI,0,Republican,0.0,7007,Democrat,55.6,0,Republican,0.0,0,Republican,0.0,5386,Republican,34.4,5560,Democrat,44.1,0,Republican,0.0,3415,Republican,21.8,1636,Republican,10.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4496,Republican,28.8,0,0.0,0,0.0,108579,107759,0.8,5.4,21.7,16.4,51.1,88.1,7.0,0.5,2.0,0.0,2.4,5.3,83.6,8128,3.5,93.4,24.6,47062,20.0,72.6,138300,95,43362,2.45,85.2,6.1,22.6,54115,26582,10.8,1553,0,9142,13269,12383,187.3,575.18,12567,14933,0
1176,Hardeman,TN,216,Republican,9.1,225,Democrat,11.5,0,Republican,0.0,0,Republican,0.0,1170,Republican,49.3,1721,Democrat,87.7,0,Republican,0.0,58,Republican,2.4,315,Republican,13.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,571,Republican,24.1,0,0.0,0,0.0,25965,27253,-4.7,4.9,20.0,16.3,45.6,56.2,41.6,0.3,0.7,0.0,1.1,1.6,55.1,1791,1.0,74.9,9.8,10853,6.3,70.2,86300,23,8690,2.69,91.3,3.4,29.3,30973,14975,24.6,156,4237,421,1587,5711,40.8,667.77,1946,2330,0
1177,Henry,AL,436,Republican,11.5,163,Democrat,11.9,0,Republican,0.0,0,Republican,0.0,1778,Republican,46.8,1170,Democrat,85.6,0,Republican,0.0,107,Republican,2.8,545,Republican,14.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,847,Republican,22.3,0,0.0,0,0.0,17190,17302,-0.6,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0.0,1.2,2.6,68.4,1497,2.9,80.1,16.6,8961,4.6,77.7,97000,17,7001,2.44,91.9,5.0,26.0,41650,21924,14.4,74,4258,0,925,5559,30.8,561.75,1333,3713,0
1178,Orange,VT,11,Republican,8.1,133,Democrat,93.7,0,Republican,0.0,0,Republican,0.0,49,Republican,36.3,8,Democrat,5.6,0,Republican,0.0,24,Republican,17.8,23,Republican,17.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,15,Republican,11.1,0,0.0,0,0.0,28859,28936,-0.3,4.8,19.7,17.6,50.3,96.8,0.6,0.3,0.5,0.0,1.7,1.3,95.7,2227,1.6,91.3,29.9,14916,9.4,81.5,183900,39,11962,2.36,91.9,2.9,26.2,52480,27289,13.1,262,1619,0,2372,8181,42.1,687.03,141,122,1
1179,Hudson,NJ,0,Republican,0.0,25112,Democrat,33.5,0,Republican,0.0,0,Republican,0.0,6506,Republican,79.6,49798,Democrat,66.5,0,Republican,0.0,905,Republican,11.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,765,Republican,9.4,0,0.0,0,0.0,669115,634266,5.5,7.0,20.3,10.8,50.2,65.8,15.1,1.2,15.2,0.2,2.6,43.1,29.3,16139,41.2,81.9,36.3,277166,83.5,32.6,347200,4621,243875,2.61,85.9,59.2,34.2,58442,32641,16.8,8807,26142,145249,60998,10350,13731.4,46.19,74910,8176,1
1180,Colorado,TX,100,Republican,2.7,150,Democrat,23.7,0,Republican,0.0,0,Republican,0.0,1078,Republican,28.7,474,Democrat,74.8,0,Republican,0.0,97,Republican,2.6,470,Republican,12.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1956,Republican,52.0,0,0.0,0,0.0,20719,20874,-0.7,5.7,22.9,20.7,49.9,83.5,13.5,1.0,0.8,0.1,1.2,28.3,57.7,1689,8.4,82.2,16.9,10551,6.7,77.3,109600,10,8079,2.52,93.3,21.6,23.8,45146,24348,16.6,217,3073,1368,2267,11050,21.7,960.27,624,3701,0
1181,Mesa,CO,0,Republican,0.0,1095,Democrat,57.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,791,Democrat,41.4,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,148255,146723,1.0,6.3,22.4,16.9,50.3,94.2,1.0,1.5,0.9,0.1,2.2,14.1,82.0,13870,4.1,89.6,25.7,63779,15.1,71.7,210100,504,58598,2.45,80.9,8.2,21.2,49471,26700,14.7,2688,5395,11792,23895,17279,44.1,3328.97,1886,0,1
1182,Huerfano,CO,0,Republican,0.0,150,Democrat,58.4,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,93,Democrat,36.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,6462,6711,-3.7,3.8,15.5,29.7,49.6,89.3,1.0,5.4,1.1,0.2,3.0,34.4,61.7,832,4.8,84.7,28.0,5128,7.5,72.5,152400,13,3059,2.0,81.3,14.9,22.9,33298,24058,20.6,97,0,0,553,7180,4.2,1591.0,243,0,1
1183,Phelps,MO,0,Republican,0.0,1744,Democrat,58.9,0,Republican,0.0,0,Republican,0.0,3425,Republican,45.3,1137,Democrat,38.4,0,Republican,0.0,553,Republican,7.3,419,Republican,5.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2978,Republican,39.3,0,0.0,0,0.0,44847,45156,-0.7,5.8,21.1,14.9,47.6,90.9,2.4,0.8,3.3,0.1,2.4,2.5,88.9,4190,4.0,86.8,27.2,19766,22.5,61.3,111700,114,16699,2.5,77.9,5.1,19.2,41964,21173,18.1,736,4547,1035,6325,14900,67.2,671.78,2881,7375,0
1184,Beckham,OK,127,Republican,5.8,824,Democrat,55.4,0,Republican,0.0,0,Republican,0.0,665,Republican,30.5,464,Democrat,31.2,0,Republican,0.0,57,Republican,2.6,410,Republican,18.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,900,Republican,41.2,0,0.0,0,0.0,23691,22119,7.1,8.0,25.4,12.3,46.5,88.4,4.5,3.4,1.0,0.0,2.7,14.1,75.9,1350,3.5,82.0,16.4,10020,11.4,60.9,103400,29,7755,2.68,82.1,8.8,18.7,48989,23959,15.1,392,0,1466,5235,25187,24.5,901.81,1288,2159,0
1185,Bryan,OK,256,Republican,9.1,1913,Democrat,56.8,0,Republican,0.0,0,Republican,0.0,877,Republican,31.1,1050,Democrat,31.2,0,Republican,0.0,69,Republican,2.4,330,Republican,11.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1242,Republican,44.0,0,0.0,0,0.0,44486,42416,4.9,6.8,23.7,16.9,51.3,76.6,1.9,13.5,0.7,0.0,7.4,5.5,72.4,3269,2.1,83.0,20.1,19913,11.7,63.3,88900,87,16575,2.53,80.7,5.4,21.1,38897,20524,18.4,403,2381,0,3187,8075,46.9,904.47,2963,2774,1
1186,Guilford,NC,0,Republican,0.0,28204,Democrat,41.7,0,Republican,0.0,0,Republican,0.0,18445,Republican,34.5,37880,Democrat,56.0,0,Republican,0.0,8546,Republican,16.0,4766,Republican,8.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,20265,Republican,38.0,0,0.0,0,0.0,512119,488406,4.9,6.1,22.8,13.8,52.5,58.4,34.0,0.7,4.6,0.1,2.2,7.6,52.3,31377,9.7,87.9,33.2,223183,28.0,61.0,156000,2339,196463,2.44,85.1,12.5,21.1,45431,26461,18.1,10445,239403,112953,72526,15600,756.4,645.7,66084,52022,1
1187,Lorain,OH,0,Republican,0.0,16154,Democrat,42.9,0,Republican,0.0,0,Republican,0.0,16286,Republican,36.7,21144,Democrat,56.1,0,Republican,0.0,21544,Republican,48.6,1071,Republican,2.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4956,Republican,11.2,0,0.0,0,0.0,304216,301356,0.9,5.6,22.8,16.3,50.7,86.8,8.9,0.4,1.2,0.1,2.8,9.2,79.2,23691,2.9,88.8,22.2,128724,17.8,71.6,140700,824,116705,2.5,86.6,7.7,24.3,51816,26030,14.6,3265,83052,18226,32255,10646,613.6,491.1,37298,43857,0
1188,Stewart,GA,22,Republican,5.8,46,Democrat,9.0,0,Republican,0.0,0,Republican,0.0,213,Republican,55.9,460,Democrat,90.0,0,Republican,0.0,14,Republican,3.7,37,Republican,9.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,85,Republican,22.3,0,0.0,0,0.0,5744,6058,-5.2,4.4,15.4,15.3,38.9,45.1,51.5,0.6,1.0,0.0,1.7,24.5,27.6,330,13.6,63.1,10.0,2336,6.7,63.3,50600,0,1851,2.74,80.7,14.8,29.4,23451,13238,30.7,26,0,26,238,5203,13.2,458.73,506,371,1
1189,Choctaw,MS,0,Republican,0.0,93,Democrat,15.1,0,Republican,0.0,0,Republican,0.0,765,Republican,47.7,517,Democrat,83.9,0,Republican,0.0,102,Republican,6.4,69,Republican,4.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,621,Republican,38.7,0,0.0,0,0.0,8294,8547,-3.0,5.6,22.5,19.2,51.6,68.6,29.5,0.3,0.3,0.1,1.2,1.3,67.7,632,0.1,78.3,12.6,4154,6.9,71.4,70600,0,3378,2.43,85.5,0.7,28.0,29876,17145,24.1,16,0,0,308,3424,20.4,418.18,610,1557,0
1190,Warren,PA,0,Republican,0.0,1582,Democrat,46.4,0,Republican,0.0,0,Republican,0.0,3658,Republican,55.3,1753,Democrat,51.4,0,Republican,0.0,1114,Republican,16.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1642,Republican,24.8,0,0.0,0,0.0,40703,41815,-2.7,4.9,19.8,20.7,49.8,97.9,0.5,0.3,0.4,0.0,0.9,0.9,97.1,4187,1.3,89.6,17.9,23375,11.5,77.0,88700,19,17257,2.35,90.4,3.2,19.8,43764,24179,12.6,349,0,0,4853,11837,47.3,884.14,3335,6414,0
1191,Tuscarawas,OH,0,Republican,0.0,4019,Democrat,46.3,0,Republican,0.0,0,Republican,0.0,6025,Republican,41.2,4479,Democrat,51.6,0,Republican,0.0,5598,Republican,38.3,403,Republican,2.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2276,Republican,15.6,0,0.0,0,0.0,92788,92582,0.2,5.9,22.9,17.9,50.6,96.9,0.9,0.4,0.3,0.3,1.2,2.4,95.1,7697,1.3,86.7,15.2,39981,14.1,72.9,108700,59,36149,2.53,89.9,5.6,20.7,43739,21966,14.6,1144,22065,2511,10774,11800,163.1,567.64,8498,14302,0
1192,Zapata,TX,4,Republican,4.7,685,Democrat,23.6,0,Republican,0.0,0,Republican,0.0,34,Republican,39.5,1969,Democrat,67.8,0,Republican,0.0,0,Republican,0.0,11,Republican,12.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,32,Republican,37.2,0,0.0,0,0.0,14319,14018,2.1,10.1,33.4,11.6,49.6,98.7,0.4,0.5,0.2,0.0,0.2,93.9,5.5,478,24.5,54.8,8.5,6226,2.9,79.1,55700,0,4460,3.17,87.1,87.2,17.7,31109,16671,34.7,94,0,0,621,4586,14.0,998.41,2654,81,1
1193,Mohave,AZ,0,Republican,0.0,2847,Democrat,38.5,0,Republican,0.0,0,Republican,0.0,14154,Republican,64.8,4170,Democrat,56.4,0,Republican,0.0,1023,Republican,4.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4744,Republican,21.7,0,0.0,0,0.0,203361,200186,1.6,4.6,18.7,26.9,49.7,92.0,1.3,2.9,1.2,0.2,2.3,15.8,78.0,26193,6.9,83.8,11.9,112313,10.2,69.4,133900,535,80230,2.43,79.0,10.9,18.9,39200,20833,19.4,2742,13499,4238,28376,14489,15.0,13311.08,7017,19921,0
1194,Preble,OH,0,Republican,0.0,1046,Democrat,46.4,0,Republican,0.0,0,Republican,0.0,5019,Republican,48.3,1176,Democrat,52.2,0,Republican,0.0,3419,Republican,32.9,194,Republican,1.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1563,Republican,15.1,0,0.0,0,0.0,41586,42270,-1.6,5.5,23.4,17.2,50.4,97.3,0.6,0.3,0.7,0.0,1.1,0.7,96.6,3780,1.1,87.8,11.3,17846,8.5,77.7,116700,27,16238,2.56,87.5,2.2,25.7,48405,23374,12.2,322,10703,1474,4430,10638,99.7,424.12,2222,10195,0
1195,Scotts Bluff,NE,0,Republican,0.0,206,Democrat,62.6,0,Republican,0.0,0,Republican,0.0,2397,Republican,62.4,123,Democrat,37.4,0,Republican,0.0,403,Republican,10.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,778,Republican,20.3,0,0.0,0,0.0,36465,36970,-1.4,6.8,24.5,17.7,51.6,93.7,0.9,3.0,0.8,0.1,1.4,22.7,73.6,3008,4.3,87.1,20.0,16332,15.9,67.7,102600,29,14690,2.45,84.3,12.5,15.8,43444,23220,13.7,529,1778,0,5197,14283,50.0,739.4,329,3578,0
1196,Jersey,IL,0,Republican,0.0,1069,Democrat,54.5,0,Republican,0.0,0,Republican,0.0,1902,Republican,47.6,853,Democrat,43.5,0,Republican,0.0,320,Republican,8.0,221,Republican,5.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1449,Republican,36.2,0,0.0,0,0.0,22571,22985,-1.8,5.0,21.6,17.6,51.3,97.3,0.7,0.3,0.5,0.0,1.2,1.3,96.3,2436,1.3,88.3,16.2,10034,8.5,79.9,117900,25,8752,2.5,88.0,1.6,29.0,53954,25467,7.6,266,0,0,2503,11186,62.2,369.27,1922,3892,0
1197,Leon,TX,151,Republican,3.9,89,Democrat,22.9,0,Republican,0.0,0,Republican,0.0,1256,Republican,32.8,289,Democrat,74.3,0,Republican,0.0,62,Republican,1.6,277,Republican,7.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1921,Republican,50.1,0,0.0,0,0.0,16861,16801,0.4,6.7,22.3,23.4,50.4,89.5,7.5,0.8,0.8,0.0,1.4,14.2,76.3,1862,5.6,82.9,14.8,9537,3.1,83.9,90300,0,6349,2.63,90.0,10.0,24.3,44452,24170,17.7,131,0,923,1598,9761,15.7,1073.15,378,3667,0
1198,Dawes,NE,0,Republican,0.0,127,Democrat,68.6,0,Republican,0.0,0,Republican,0.0,831,Republican,58.4,58,Democrat,31.4,0,Republican,0.0,129,Republican,9.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,253,Republican,17.8,0,0.0,0,0.0,9042,9182,-1.5,5.1,18.4,17.6,50.6,89.2,1.8,4.1,1.5,0.6,2.8,4.3,86.1,777,3.7,93.5,40.6,4221,15.7,64.8,100700,1,3709,2.15,75.8,6.0,13.1,40359,21137,19.3,136,0,100,1645,18763,6.6,1396.46,185,1213,0
1199,Floyd,TX,97,Republican,7.2,24,Democrat,26.4,0,Republican,0.0,0,Republican,0.0,238,Republican,17.6,60,Democrat,65.9,0,Republican,0.0,34,Republican,2.5,190,Republican,14.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,711,Republican,52.7,0,0.0,0,0.0,5949,6446,-7.7,7.7,27.2,18.7,50.3,93.2,4.2,1.3,0.4,0.0,1.0,56.2,39.5,312,5.6,74.6,17.1,2993,3.5,69.3,61200,6,2457,2.55,89.1,36.8,18.1,42279,21655,20.3,18,0,655,400,6026,6.5,992.14,84,1270,0
1200,Ferry,WA,0,Republican,0.0,18,Democrat,78.3,0,Republican,0.0,0,Republican,0.0,949,Republican,81.6,5,Democrat,21.7,0,Republican,0.0,61,Republican,5.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,83,Republican,7.1,0,0.0,0,0.0,7667,7551,1.5,4.6,18.6,22.3,48.3,76.5,0.7,16.9,0.9,0.2,4.9,4.2,73.8,891,3.6,87.0,16.1,4410,4.1,72.0,156300,10,2951,2.48,85.4,4.3,21.0,37571,20052,20.7,20,0,0,350,4758,3.4,2203.16,23,1093,0
1201,Portage,OH,0,Republican,0.0,8877,Democrat,50.2,0,Republican,0.0,0,Republican,0.0,10795,Republican,42.7,8665,Democrat,49.0,0,Republican,0.0,10921,Republican,43.2,544,Republican,2.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2699,Republican,10.7,0,0.0,0,0.0,161882,161419,0.3,4.4,19.3,14.7,51.0,91.6,4.5,0.2,1.9,0.0,1.8,1.6,90.2,12212,3.1,91.0,25.1,68046,20.9,68.2,150300,292,60992,2.57,82.9,4.3,24.5,52697,25332,16.1,1876,29696,18755,16573,10630,331.2,487.38,17542,24959,0
1202,Pulaski,IN,0,Republican,0.0,473,Democrat,57.4,0,Republican,0.0,0,Republican,0.0,1668,Republican,55.3,351,Democrat,42.6,0,Republican,0.0,192,Republican,6.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1042,Republican,34.5,0,0.0,0,0.0,12967,13402,-3.2,5.4,22.8,17.8,49.3,97.2,0.9,0.4,0.2,0.0,1.1,2.9,94.5,884,0.8,85.3,13.1,6043,6.4,80.0,94900,13,5058,2.58,91.0,2.0,23.9,44764,21641,14.0,0,0,2629,1127,8175,30.9,433.65,824,2902,0
1203,Calhoun,FL,0,Republican,0.0,545,Democrat,45.2,0,Republican,0.0,0,Republican,0.0,524,Republican,45.3,437,Democrat,36.2,0,Republican,0.0,27,Republican,2.3,206,Republican,17.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,356,Republican,30.8,0,0.0,0,0.0,14532,14625,-0.6,5.5,20.8,17.3,45.5,81.8,13.6,1.3,0.8,0.2,2.2,5.8,76.8,1598,2.7,73.5,7.8,5928,2.2,79.0,70000,8,4696,2.7,87.5,6.0,28.8,32780,14675,23.5,92,0,0,647,4791,25.8,567.33,982,1113,0
1204,Scott,KY,0,Republican,0.0,2394,Democrat,46.4,0,Republican,0.0,0,Republican,0.0,912,Republican,30.4,2505,Democrat,48.6,0,Republican,0.0,483,Republican,16.1,491,Republican,16.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1061,Republican,35.4,0,0.0,0,0.0,51284,47173,8.7,6.8,25.8,10.7,50.8,90.9,5.8,0.3,1.1,0.0,1.8,4.2,87.3,3115,2.9,88.0,27.9,20489,16.3,72.0,161300,313,17989,2.6,82.1,4.7,21.8,61893,27802,12.4,731,0,0,5286,12283,167.4,281.77,4899,2947,1
1205,Prowers,CO,0,Republican,0.0,18,Democrat,31.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,40,Democrat,69.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,12034,12551,-4.1,6.9,26.2,16.1,49.9,95.3,0.8,1.8,0.4,0.0,1.7,36.4,61.0,1010,12.5,79.2,14.1,5885,15.2,65.8,86100,1,4935,2.45,80.7,26.1,14.4,34391,18941,23.3,162,0,819,1469,11300,7.7,1638.4,58,0,1
1206,St. Johns,FL,0,Republican,0.0,6953,Democrat,40.7,0,Republican,0.0,0,Republican,0.0,24205,Republican,47.9,9734,Democrat,57.0,0,Republican,0.0,3861,Republican,7.6,13702,Republican,27.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7828,Republican,15.5,0,0.0,0,0.0,217919,190039,14.7,4.8,22.0,18.2,51.3,89.5,5.7,0.3,2.6,0.1,1.8,6.1,84.0,19172,6.4,93.2,41.4,96900,19.1,77.0,242900,2786,75558,2.57,83.3,8.1,25.7,64876,36836,9.6,5076,5332,8711,20397,11601,316.4,600.66,16687,49596,0
1207,Sevier,AR,141,Republican,9.1,167,Democrat,30.4,0,Republican,0.0,0,Republican,0.0,593,Republican,38.2,342,Democrat,62.3,0,Republican,0.0,36,Republican,2.3,253,Republican,16.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,495,Republican,31.9,0,0.0,0,0.0,17426,17058,2.2,7.7,28.8,13.6,50.3,89.0,4.5,3.3,0.5,0.3,2.4,32.7,58.6,1055,16.9,66.3,8.6,6882,5.2,69.6,68800,8,5745,2.95,83.8,28.6,21.4,35153,16021,24.4,69,0,0,1605,9806,30.2,565.13,509,1518,0
1208,Lucas,IA,68,Republican,11.5,120,Democrat,40.0,9,Republican,1.5,5,Republican,0.8,159,Republican,27.0,180,Democrat,60.0,10,Republican,1.7,0,Republican,0.0,79,Republican,13.4,0,Democrat,0.0,18,Republican,3.1,24,Republican,4.1,3,Republican,0.5,213,Republican,36.2,0,0.0,0,0.0,8701,8898,-2.2,5.6,23.3,21.0,49.6,98.5,0.3,0.2,0.3,0.0,0.7,1.3,97.3,656,5.8,89.9,11.3,4204,9.1,77.5,82700,3,3734,2.32,86.0,10.2,24.1,43288,21126,17.0,0,0,14,843,8919,20.7,430.59,300,588,0
1209,Burke,NC,0,Republican,0.0,3460,Democrat,45.4,0,Republican,0.0,0,Republican,0.0,4985,Republican,44.1,3511,Democrat,46.1,0,Republican,0.0,984,Republican,8.7,695,Republican,6.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4268,Republican,37.8,0,0.0,0,0.0,89486,90912,-1.6,4.8,19.9,18.4,50.1,86.4,6.8,0.8,3.7,0.7,1.6,5.8,82.1,6383,5.1,76.7,16.6,40656,8.9,71.8,110900,94,34664,2.53,87.7,8.8,21.2,37263,19701,20.0,1077,22711,2894,6611,7443,179.3,507.1,6971,10932,0
1210,Fleming,KY,0,Republican,0.0,806,Democrat,52.3,0,Republican,0.0,0,Republican,0.0,329,Republican,42.3,627,Democrat,40.7,0,Republican,0.0,104,Republican,13.4,81,Republican,10.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,244,Republican,31.4,0,0.0,0,0.0,14545,14348,1.3,6.9,24.3,16.2,50.8,97.0,1.6,0.2,0.2,0.0,0.9,1.3,96.0,951,0.2,76.0,12.8,6608,6.0,78.5,78700,1,5539,2.6,88.4,2.8,27.6,32495,19304,22.2,59,0,298,1285,8768,41.2,348.54,1433,758,1
1211,Monroe,AR,14,Republican,3.3,411,Democrat,29.6,0,Republican,0.0,0,Republican,0.0,173,Republican,41.3,843,Democrat,60.7,0,Republican,0.0,5,Republican,1.2,81,Republican,19.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,138,Republican,32.9,0,0.0,0,0.0,7582,8149,-7.0,5.8,21.2,20.3,52.5,56.7,40.3,0.7,0.6,0.0,1.7,2.2,55.1,629,0.8,75.3,11.3,4432,14.6,63.5,52200,1,3393,2.33,87.6,1.5,19.5,27263,16939,28.8,81,0,646,822,9599,13.4,607.12,1254,411,1
1212,Forest,WI,0,Republican,0.0,647,Democrat,51.1,0,Republican,0.0,0,Republican,0.0,1110,Republican,56.2,609,Democrat,48.1,0,Republican,0.0,157,Republican,8.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,643,Republican,32.6,0,0.0,0,0.0,9127,9304,-1.9,5.8,20.6,21.8,49.0,81.3,1.0,14.3,0.3,0.1,2.9,2.0,80.5,946,0.8,85.8,12.2,9059,5.5,76.2,122400,41,3739,2.39,89.1,4.0,21.4,39963,20462,16.5,0,0,103,566,5805,9.2,1014.07,1256,1910,0
